date,arrival_time,hour,day_of_week,day_name,month,month_sin,month_cos,is_end_of_month,is_holiday,is_pre_holiday,is_peak_day,is_peak_hour,queue_length_at_arrival,waiting_time_min,service_time_min,total_time_in_system_min,queue_length_lag1,waiting_time_lag1,is_weekend
2026-01-12,2026-01-12 15:06:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,36,52.5,45.0,97.5,34.0,71.3,0
2026-01-12,2026-01-12 15:09:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,27,47.3,57.1,104.4,36.0,52.5,0
2026-01-12,2026-01-12 15:16:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,44,61.7,45.3,107.0,27.0,47.3,0
2026-01-12,2026-01-12 15:22:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,32,59.6,51.2,110.8,44.0,61.7,0
2026-01-12,2026-01-12 15:23:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,41,60.6,48.7,109.3,32.0,59.6,0
2026-01-12,2026-01-12 15:27:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,34,62.9,68.1,131.0,41.0,60.6,0
2026-01-12,2026-01-12 15:29:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,29,52.8,53.0,105.8,34.0,62.9,0
2026-01-12,2026-01-12 15:31:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,25,52.2,67.2,119.4,29.0,52.8,0
2026-01-12,2026-01-12 15:42:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,30,61.2,67.9,129.1,25.0,52.2,0
2026-01-12,2026-01-12 15:42:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,37,57.7,74.2,131.9,30.0,61.2,0
2026-01-12,2026-01-12 15:46:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,35,57.9,69.9,127.8,37.0,57.7,0
2026-01-12,2026-01-12 15:52:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,37,58.1,56.4,114.5,35.0,57.9,0
2026-01-12,2026-01-12 15:54:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,39,59.5,51.6,111.1,37.0,58.1,0
2026-01-12,2026-01-12 15:58:00,15,0,Monday,1,0.0,1.0,0,0,0,1,1,27,51.7,66.3,118.1,39.0,59.5,0
2026-01-12,2026-01-12 16:04:00,16,0,Monday,1,0.0,1.0,0,0,0,1,0,20,35.0,39.0,73.9,27.0,51.7,0
2026-01-12,2026-01-12 16:08:00,16,0,Monday,1,0.0,1.0,0,0,0,1,0,19,32.3,49.8,82.1,20.0,35.0,0
2026-01-12,2026-01-12 16:22:00,16,0,Monday,1,0.0,1.0,0,0,0,1,0,15,36.8,49.2,86.0,19.0,32.3,0
2026-01-12,2026-01-12 16:23:00,16,0,Monday,1,0.0,1.0,0,0,0,1,0,20,37.4,47.8,85.2,15.0,36.8,0
2026-01-12,2026-01-12 16:33:00,16,0,Monday,1,0.0,1.0,0,0,0,1,0,24,36.1,44.9,81.0,20.0,37.4,0
2026-01-12,2026-01-12 16:39:00,16,0,Monday,1,0.0,1.0,0,0,0,1,0,26,39.3,43.5,82.8,24.0,36.1,0
2026-01-12,2026-01-12 16:40:00,16,0,Monday,1,0.0,1.0,0,0,0,1,0,21,31.9,33.9,65.8,26.0,39.3,0
2026-01-12,2026-01-12 16:40:00,16,0,Monday,1,0.0,1.0,0,0,0,1,0,21,37.0,32.9,69.9,21.0,31.9,0
2026-01-12,2026-01-12 16:41:00,16,0,Monday,1,0.0,1.0,0,0,0,1,0,20,39.2,45.6,84.8,21.0,37.0,0
2026-01-12,2026-01-12 16:42:00,16,0,Monday,1,0.0,1.0,0,0,0,1,0,26,38.3,48.3,86.6,20.0,39.2,0
2026-01-12,2026-01-12 16:44:00,16,0,Monday,1,0.0,1.0,0,0,0,1,0,24,32.7,46.2,78.9,26.0,38.3,0
2026-01-12,2026-01-12 16:49:00,16,0,Monday,1,0.0,1.0,0,0,0,1,0,27,36.5,31.5,68.0,24.0,32.7,0
2026-01-13,2026-01-13 08:03:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,9,13.6,29.2,42.9,3.0,10.0,0
2026-01-13,2026-01-13 08:10:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,7,13.1,17.2,30.2,9.0,13.6,0
2026-01-13,2026-01-13 08:18:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,7,10.8,27.4,38.3,7.0,13.1,0
2026-01-13,2026-01-13 08:21:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,11,12.9,18.6,31.5,7.0,10.8,0
2026-01-13,2026-01-13 08:25:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,6,12.1,23.7,35.8,11.0,12.9,0
2026-01-13,2026-01-13 08:25:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,4,10.3,29.6,39.9,6.0,12.1,0
2026-01-13,2026-01-13 08:30:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,7,10.4,23.9,34.3,4.0,10.3,0
2026-01-13,2026-01-13 08:31:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,2,11.3,24.2,35.5,7.0,10.4,0
2026-01-13,2026-01-13 08:32:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,3,13.6,19.8,33.5,2.0,11.3,0
2026-01-13,2026-01-13 08:33:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,6,12.7,34.1,46.8,3.0,13.6,0
2026-01-13,2026-01-13 08:33:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,11,12.9,24.5,37.5,6.0,12.7,0
2026-01-13,2026-01-13 08:43:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,2,13.4,17.7,31.2,11.0,12.9,0
2026-01-13,2026-01-13 08:57:00,8,1,Tuesday,1,0.0,1.0,0,0,0,0,0,6,12.6,27.4,40.1,2.0,13.4,0
2026-01-13,2026-01-13 09:01:00,9,1,Tuesday,1,0.0,1.0,0,0,0,0,1,27,28.1,31.9,60.0,6.0,12.6,0
2026-01-13,2026-01-13 09:12:00,9,1,Tuesday,1,0.0,1.0,0,0,0,0,1,5,23.8,20.8,44.6,27.0,28.1,0
2026-01-13,2026-01-13 09:21:00,9,1,Tuesday,1,0.0,1.0,0,0,0,0,1,16,28.9,30.2,59.0,5.0,23.8,0
2026-01-13,2026-01-13 09:36:00,9,1,Tuesday,1,0.0,1.0,0,0,0,0,1,23,27.0,34.6,61.5,16.0,28.9,0
2026-01-13,2026-01-13 09:36:00,9,1,Tuesday,1,0.0,1.0,0,0,0,0,1,24,25.9,39.6,65.5,23.0,27.0,0
2026-01-13,2026-01-13 09:42:00,9,1,Tuesday,1,0.0,1.0,0,0,0,0,1,11,24.2,21.4,45.6,24.0,25.9,0
2026-01-13,2026-01-13 09:55:00,9,1,Tuesday,1,0.0,1.0,0,0,0,0,1,13,32.1,49.9,82.0,11.0,24.2,0
2026-01-13,2026-01-13 09:58:00,9,1,Tuesday,1,0.0,1.0,0,0,0,0,1,13,31.9,45.4,77.3,13.0,32.1,0
2026-01-13,2026-01-13 10:03:00,10,1,Tuesday,1,0.0,1.0,0,0,0,0,1,12,35.3,33.8,69.2,13.0,31.9,0
2026-01-13,2026-01-13 10:10:00,10,1,Tuesday,1,0.0,1.0,0,0,0,0,1,16,34.4,30.7,65.1,12.0,35.3,0
2026-01-13,2026-01-13 10:16:00,10,1,Tuesday,1,0.0,1.0,0,0,0,0,1,19,28.6,35.6,64.3,16.0,34.4,0
2026-01-13,2026-01-13 10:26:00,10,1,Tuesday,1,0.0,1.0,0,0,0,0,1,12,29.8,45.8,75.6,19.0,28.6,0
2026-01-13,2026-01-13 10:28:00,10,1,Tuesday,1,0.0,1.0,0,0,0,0,1,14,31.8,37.8,69.7,12.0,29.8,0
2026-01-13,2026-01-13 10:44:00,10,1,Tuesday,1,0.0,1.0,0,0,0,0,1,18,36.6,40.1,76.7,14.0,31.8,0
2026-01-13,2026-01-13 10:51:00,10,1,Tuesday,1,0.0,1.0,0,0,0,0,1,16,30.9,37.2,68.1,18.0,36.6,0
2026-01-13,2026-01-13 10:52:00,10,1,Tuesday,1,0.0,1.0,0,0,0,0,1,14,27.5,49.0,76.5,16.0,30.9,0
2026-01-13,2026-01-13 11:03:00,11,1,Tuesday,1,0.0,1.0,0,0,0,0,1,22,25.6,41.3,66.9,14.0,27.5,0
2026-01-13,2026-01-13 11:03:00,11,1,Tuesday,1,0.0,1.0,0,0,0,0,1,10,22.4,24.3,46.7,22.0,25.6,0
2026-01-13,2026-01-13 11:07:00,11,1,Tuesday,1,0.0,1.0,0,0,0,0,1,4,22.6,26.9,49.5,10.0,22.4,0
2026-01-13,2026-01-13 11:19:00,11,1,Tuesday,1,0.0,1.0,0,0,0,0,1,5,25.0,19.1,44.1,4.0,22.6,0
2026-01-13,2026-01-13 11:20:00,11,1,Tuesday,1,0.0,1.0,0,0,0,0,1,21,25.1,46.8,71.9,5.0,25.0,0
2026-01-13,2026-01-13 11:35:00,11,1,Tuesday,1,0.0,1.0,0,0,0,0,1,19,26.5,37.1,63.5,21.0,25.1,0
2026-01-13,2026-01-13 11:39:00,11,1,Tuesday,1,0.0,1.0,0,0,0,0,1,5,24.3,31.5,55.7,19.0,26.5,0
2026-01-13,2026-01-13 11:44:00,11,1,Tuesday,1,0.0,1.0,0,0,0,0,1,8,23.9,33.9,57.8,5.0,24.3,0
2026-01-13,2026-01-13 11:45:00,11,1,Tuesday,1,0.0,1.0,0,0,0,0,1,10,22.8,22.3,45.1,8.0,23.9,0
2026-01-13,2026-01-13 11:46:00,11,1,Tuesday,1,0.0,1.0,0,0,0,0,1,19,27.3,31.0,58.3,10.0,22.8,0
2026-01-13,2026-01-13 11:52:00,11,1,Tuesday,1,0.0,1.0,0,0,0,0,1,8,23.4,33.6,57.0,19.0,27.3,0
2026-01-13,2026-01-13 11:57:00,11,1,Tuesday,1,0.0,1.0,0,0,0,0,1,16,28.3,39.2,67.5,8.0,23.4,0
2026-01-13,2026-01-13 12:03:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,7,17.1,29.6,46.7,16.0,28.3,0
2026-01-13,2026-01-13 12:08:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,11,14.0,24.6,38.6,7.0,17.1,0
2026-01-13,2026-01-13 12:09:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,3,12.8,30.6,43.5,11.0,14.0,0
2026-01-13,2026-01-13 12:16:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,5,15.5,27.6,43.1,3.0,12.8,0
2026-01-13,2026-01-13 12:19:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,4,13.8,16.0,29.8,5.0,15.5,0
2026-01-13,2026-01-13 12:26:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,10,14.0,22.4,36.4,4.0,13.8,0
2026-01-13,2026-01-13 12:35:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,6,16.1,30.2,46.3,10.0,14.0,0
2026-01-13,2026-01-13 12:39:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,7,13.8,15.2,29.0,6.0,16.1,0
2026-01-13,2026-01-13 12:48:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,8,14.5,25.9,40.4,7.0,13.8,0
2026-01-13,2026-01-13 12:52:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,10,16.2,26.8,43.0,8.0,14.5,0
2026-01-13,2026-01-13 12:55:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,7,16.2,26.8,43.0,10.0,16.2,0
2026-01-13,2026-01-13 12:57:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,6,14.1,29.3,43.4,7.0,16.2,0
2026-01-13,2026-01-13 12:58:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,5,17.2,34.7,51.9,6.0,14.1,0
2026-01-13,2026-01-13 12:59:00,12,1,Tuesday,1,0.0,1.0,0,0,0,0,0,6,15.1,29.5,44.6,5.0,17.2,0
2026-01-13,2026-01-13 13:00:00,13,1,Tuesday,1,0.0,1.0,0,0,0,0,0,11,17.7,29.6,47.3,6.0,15.1,0
2026-01-13,2026-01-13 13:02:00,13,1,Tuesday,1,0.0,1.0,0,0,0,0,0,2,17.7,29.5,47.3,11.0,17.7,0
2026-01-13,2026-01-13 13:12:00,13,1,Tuesday,1,0.0,1.0,0,0,0,0,0,5,18.3,34.6,52.9,2.0,17.7,0
2026-01-13,2026-01-13 13:18:00,13,1,Tuesday,1,0.0,1.0,0,0,0,0,0,4,21.7,15.2,36.9,5.0,18.3,0
2026-01-13,2026-01-13 13:20:00,13,1,Tuesday,1,0.0,1.0,0,0,0,0,0,2,20.4,25.3,45.6,4.0,21.7,0
2026-01-13,2026-01-13 13:23:00,13,1,Tuesday,1,0.0,1.0,0,0,0,0,0,8,18.0,24.2,42.2,2.0,20.4,0
2026-01-13,2026-01-13 13:24:00,13,1,Tuesday,1,0.0,1.0,0,0,0,0,0,2,18.0,33.7,51.7,8.0,18.0,0
2026-01-13,2026-01-13 13:25:00,13,1,Tuesday,1,0.0,1.0,0,0,0,0,0,5,18.0,22.7,40.7,2.0,18.0,0
2026-01-13,2026-01-13 13:46:00,13,1,Tuesday,1,0.0,1.0,0,0,0,0,0,2,19.6,21.2,40.9,5.0,18.0,0
2026-01-13,2026-01-13 13:56:00,13,1,Tuesday,1,0.0,1.0,0,0,0,0,0,10,18.6,18.9,37.5,2.0,19.6,0
2026-01-13,2026-01-13 14:04:00,14,1,Tuesday,1,0.0,1.0,0,0,0,0,1,17,32.0,32.4,64.3,10.0,18.6,0
2026-01-13,2026-01-13 14:13:00,14,1,Tuesday,1,0.0,1.0,0,0,0,0,1,14,31.1,47.0,78.1,17.0,32.0,0
2026-01-13,2026-01-13 14:15:00,14,1,Tuesday,1,0.0,1.0,0,0,0,0,1,21,26.7,46.2,72.9,14.0,31.1,0
2026-01-13,2026-01-13 14:21:00,14,1,Tuesday,1,0.0,1.0,0,0,0,0,1,16,31.6,31.4,63.0,21.0,26.7,0
2026-01-13,2026-01-13 14:23:00,14,1,Tuesday,1,0.0,1.0,0,0,0,0,1,14,31.8,44.1,76.0,16.0,31.6,0
2026-01-13,2026-01-13 14:30:00,14,1,Tuesday,1,0.0,1.0,0,0,0,0,1,18,28.3,36.3,64.6,14.0,31.8,0
2026-01-13,2026-01-13 14:32:00,14,1,Tuesday,1,0.0,1.0,0,0,0,0,1,24,34.2,32.0,66.2,18.0,28.3,0
2026-01-13,2026-01-13 14:32:00,14,1,Tuesday,1,0.0,1.0,0,0,0,0,1,14,34.2,38.6,72.8,24.0,34.2,0
2026-01-13,2026-01-13 14:47:00,14,1,Tuesday,1,0.0,1.0,0,0,0,0,1,14,32.7,49.0,81.7,14.0,34.2,0
2026-01-13,2026-01-13 15:04:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,5,22.7,23.5,46.1,14.0,32.7,0
2026-01-13,2026-01-13 15:05:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,23,25.4,38.1,63.4,5.0,22.7,0
2026-01-13,2026-01-13 15:07:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,11,21.8,18.6,40.3,23.0,25.4,0
2026-01-13,2026-01-13 15:18:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,15,26.0,43.5,69.4,11.0,21.8,0
2026-01-13,2026-01-13 15:18:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,22,26.3,31.1,57.5,15.0,26.0,0
2026-01-13,2026-01-13 15:18:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,24,27.1,32.0,59.2,22.0,26.3,0
2026-01-13,2026-01-13 15:26:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,7,24.3,21.7,46.0,24.0,27.1,0
2026-01-13,2026-01-13 15:26:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,18,25.1,35.3,60.4,7.0,24.3,0
2026-01-13,2026-01-13 15:28:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,11,23.7,33.3,57.0,18.0,25.1,0
2026-01-13,2026-01-13 15:46:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,2,24.1,27.8,51.9,11.0,23.7,0
2026-01-13,2026-01-13 15:53:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,18,26.8,34.0,60.7,2.0,24.1,0
2026-01-13,2026-01-13 15:56:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,16,27.8,31.4,59.2,18.0,26.8,0
2026-01-13,2026-01-13 15:58:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,3,23.9,23.7,47.6,16.0,27.8,0
2026-01-13,2026-01-13 15:59:00,15,1,Tuesday,1,0.0,1.0,0,0,0,0,1,6,22.7,21.1,43.8,3.0,23.9,0
2026-01-13,2026-01-13 16:02:00,16,1,Tuesday,1,0.0,1.0,0,0,0,0,0,11,14.4,24.0,38.4,6.0,22.7,0
2026-01-13,2026-01-13 16:09:00,16,1,Tuesday,1,0.0,1.0,0,0,0,0,0,11,15.9,27.1,42.9,11.0,14.4,0
2026-01-13,2026-01-13 16:25:00,16,1,Tuesday,1,0.0,1.0,0,0,0,0,0,6,14.8,33.9,48.7,11.0,15.9,0
2026-01-13,2026-01-13 16:31:00,16,1,Tuesday,1,0.0,1.0,0,0,0,0,0,10,15.5,25.5,41.0,6.0,14.8,0
2026-01-13,2026-01-13 16:33:00,16,1,Tuesday,1,0.0,1.0,0,0,0,0,0,3,14.9,20.7,35.7,10.0,15.5,0
2026-01-13,2026-01-13 16:38:00,16,1,Tuesday,1,0.0,1.0,0,0,0,0,0,7,13.5,16.4,29.9,3.0,14.9,0
2026-01-13,2026-01-13 16:40:00,16,1,Tuesday,1,0.0,1.0,0,0,0,0,0,4,13.2,27.5,40.6,7.0,13.5,0
2026-01-13,2026-01-13 16:46:00,16,1,Tuesday,1,0.0,1.0,0,0,0,0,0,6,15.2,15.3,30.5,4.0,13.2,0
2026-01-13,2026-01-13 16:58:00,16,1,Tuesday,1,0.0,1.0,0,0,0,0,0,5,15.4,33.9,49.4,6.0,15.2,0
2026-01-15,2026-01-15 08:00:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,10,10.1,31.8,41.9,3.0,10.0,0
2026-01-15,2026-01-15 08:03:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,10,12.4,24.0,36.4,10.0,10.1,0
2026-01-15,2026-01-15 08:04:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,3,9.6,16.3,25.9,10.0,12.4,0
2026-01-15,2026-01-15 08:14:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,10,12.0,23.8,35.8,3.0,9.6,0
2026-01-15,2026-01-15 08:16:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,7,11.0,21.5,32.5,10.0,12.0,0
2026-01-15,2026-01-15 08:18:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,2,11.3,25.9,37.2,7.0,11.0,0
2026-01-15,2026-01-15 08:33:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,2,10.6,15.3,25.9,2.0,11.3,0
2026-01-15,2026-01-15 08:38:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,8,10.0,16.0,26.0,2.0,10.6,0
2026-01-15,2026-01-15 08:40:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,5,10.1,19.1,29.2,8.0,10.0,0
2026-01-15,2026-01-15 08:41:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,7,11.8,34.5,46.3,5.0,10.1,0
2026-01-15,2026-01-15 08:50:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,9,12.3,26.8,39.0,7.0,11.8,0
2026-01-15,2026-01-15 08:51:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,10,11.8,23.7,35.5,9.0,12.3,0
2026-01-15,2026-01-15 08:51:00,8,3,Thursday,1,0.0,1.0,0,0,0,0,0,2,9.4,19.3,28.7,10.0,11.8,0
2026-01-15,2026-01-15 09:00:00,9,3,Thursday,1,0.0,1.0,0,0,0,0,1,22,25.9,40.4,66.4,2.0,9.4,0
2026-01-15,2026-01-15 09:05:00,9,3,Thursday,1,0.0,1.0,0,0,0,0,1,18,30.5,35.4,65.9,22.0,25.9,0
2026-01-15,2026-01-15 09:12:00,9,3,Thursday,1,0.0,1.0,0,0,0,0,1,14,30.4,42.3,72.7,18.0,30.5,0
2026-01-15,2026-01-15 09:15:00,9,3,Thursday,1,0.0,1.0,0,0,0,0,1,8,24.5,31.8,56.3,14.0,30.4,0
2026-01-15,2026-01-15 09:27:00,9,3,Thursday,1,0.0,1.0,0,0,0,0,1,16,31.5,43.3,74.8,8.0,24.5,0
2026-01-15,2026-01-15 09:27:00,9,3,Thursday,1,0.0,1.0,0,0,0,0,1,26,27.3,35.8,63.2,16.0,31.5,0
2026-01-15,2026-01-15 09:35:00,9,3,Thursday,1,0.0,1.0,0,0,0,0,1,22,28.3,48.7,77.0,26.0,27.3,0
2026-01-15,2026-01-15 09:37:00,9,3,Thursday,1,0.0,1.0,0,0,0,0,1,15,27.0,48.7,75.7,22.0,28.3,0
2026-01-15,2026-01-15 09:42:00,9,3,Thursday,1,0.0,1.0,0,0,0,0,1,17,29.2,38.6,67.7,15.0,27.0,0
2026-01-15,2026-01-15 09:49:00,9,3,Thursday,1,0.0,1.0,0,0,0,0,1,21,30.0,41.9,71.9,17.0,29.2,0
2026-01-15,2026-01-15 09:50:00,9,3,Thursday,1,0.0,1.0,0,0,0,0,1,12,30.3,48.4,78.7,21.0,30.0,0
2026-01-15,2026-01-15 09:55:00,9,3,Thursday,1,0.0,1.0,0,0,0,0,1,13,30.4,42.6,73.0,12.0,30.3,0
2026-01-15,2026-01-15 10:00:00,10,3,Thursday,1,0.0,1.0,0,0,0,0,1,23,30.2,38.9,69.0,13.0,30.4,0
2026-01-15,2026-01-15 10:06:00,10,3,Thursday,1,0.0,1.0,0,0,0,0,1,17,27.7,30.6,58.3,23.0,30.2,0
2026-01-15,2026-01-15 10:20:00,10,3,Thursday,1,0.0,1.0,0,0,0,0,1,16,28.7,45.7,74.5,17.0,27.7,0
2026-01-15,2026-01-15 10:27:00,10,3,Thursday,1,0.0,1.0,0,0,0,0,1,18,28.2,44.3,72.5,16.0,28.7,0
2026-01-15,2026-01-15 10:27:00,10,3,Thursday,1,0.0,1.0,0,0,0,0,1,18,33.6,44.4,78.0,18.0,28.2,0
2026-01-15,2026-01-15 10:37:00,10,3,Thursday,1,0.0,1.0,0,0,0,0,1,12,33.5,48.5,82.0,18.0,33.6,0
2026-01-15,2026-01-15 10:41:00,10,3,Thursday,1,0.0,1.0,0,0,0,0,1,16,32.3,44.9,77.2,12.0,33.5,0
2026-01-15,2026-01-15 10:46:00,10,3,Thursday,1,0.0,1.0,0,0,0,0,1,14,33.8,46.1,79.9,16.0,32.3,0
2026-01-15,2026-01-15 10:57:00,10,3,Thursday,1,0.0,1.0,0,0,0,0,1,15,27.4,41.8,69.2,14.0,33.8,0
2026-01-15,2026-01-15 10:57:00,10,3,Thursday,1,0.0,1.0,0,0,0,0,1,20,35.2,46.6,81.7,15.0,27.4,0
2026-01-15,2026-01-15 11:04:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,12,27.4,36.9,64.3,20.0,35.2,0
2026-01-15,2026-01-15 11:08:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,6,23.4,23.2,46.6,12.0,27.4,0
2026-01-15,2026-01-15 11:15:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,20,27.9,30.3,58.2,6.0,23.4,0
2026-01-15,2026-01-15 11:31:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,16,28.4,36.5,64.9,20.0,27.9,0
2026-01-15,2026-01-15 11:31:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,26,27.5,39.8,67.3,16.0,28.4,0
2026-01-15,2026-01-15 11:31:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,25,29.0,32.4,61.5,26.0,27.5,0
2026-01-15,2026-01-15 11:32:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,10,24.6,16.6,41.1,25.0,29.0,0
2026-01-15,2026-01-15 11:36:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,13,27.8,35.9,63.7,10.0,24.6,0
2026-01-15,2026-01-15 11:41:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,21,25.0,48.8,73.8,13.0,27.8,0
2026-01-15,2026-01-15 11:44:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,17,26.0,40.4,66.5,21.0,25.0,0
2026-01-15,2026-01-15 11:44:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,9,23.4,32.3,55.6,17.0,26.0,0
2026-01-15,2026-01-15 11:46:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,5,22.9,17.4,40.3,9.0,23.4,0
2026-01-15,2026-01-15 11:53:00,11,3,Thursday,1,0.0,1.0,0,0,0,0,1,2,22.8,23.3,46.0,5.0,22.9,0
2026-01-15,2026-01-15 12:06:00,12,3,Thursday,1,0.0,1.0,0,0,0,0,0,11,14.1,32.9,47.1,2.0,22.8,0
2026-01-15,2026-01-15 12:12:00,12,3,Thursday,1,0.0,1.0,0,0,0,0,0,3,17.8,15.4,33.2,11.0,14.1,0
2026-01-15,2026-01-15 12:27:00,12,3,Thursday,1,0.0,1.0,0,0,0,0,0,8,15.1,16.2,31.2,3.0,17.8,0
2026-01-15,2026-01-15 12:27:00,12,3,Thursday,1,0.0,1.0,0,0,0,0,0,10,16.3,23.3,39.7,8.0,15.1,0
2026-01-15,2026-01-15 12:28:00,12,3,Thursday,1,0.0,1.0,0,0,0,0,0,9,15.7,28.8,44.5,10.0,16.3,0
2026-01-15,2026-01-15 12:32:00,12,3,Thursday,1,0.0,1.0,0,0,0,0,0,11,16.2,23.2,39.4,9.0,15.7,0
2026-01-15,2026-01-15 12:41:00,12,3,Thursday,1,0.0,1.0,0,0,0,0,0,3,14.4,21.6,36.0,11.0,16.2,0
2026-01-15,2026-01-15 12:46:00,12,3,Thursday,1,0.0,1.0,0,0,0,0,0,2,14.2,24.9,39.1,3.0,14.4,0
2026-01-15,2026-01-15 12:53:00,12,3,Thursday,1,0.0,1.0,0,0,0,0,0,7,14.9,19.4,34.3,2.0,14.2,0
2026-01-15,2026-01-15 13:00:00,13,3,Thursday,1,0.0,1.0,0,0,0,0,0,7,19.8,31.9,51.7,7.0,14.9,0
2026-01-15,2026-01-15 13:01:00,13,3,Thursday,1,0.0,1.0,0,0,0,0,0,7,17.4,24.6,42.0,7.0,19.8,0
2026-01-15,2026-01-15 13:13:00,13,3,Thursday,1,0.0,1.0,0,0,0,0,0,4,20.1,32.1,52.2,7.0,17.4,0
2026-01-15,2026-01-15 13:16:00,13,3,Thursday,1,0.0,1.0,0,0,0,0,0,4,22.1,26.2,48.4,4.0,20.1,0
2026-01-15,2026-01-15 13:24:00,13,3,Thursday,1,0.0,1.0,0,0,0,0,0,10,21.4,25.7,47.1,4.0,22.1,0
2026-01-15,2026-01-15 13:44:00,13,3,Thursday,1,0.0,1.0,0,0,0,0,0,6,19.9,23.2,43.1,10.0,21.4,0
2026-01-15,2026-01-15 13:44:00,13,3,Thursday,1,0.0,1.0,0,0,0,0,0,5,22.9,34.9,57.9,6.0,19.9,0
2026-01-15,2026-01-15 13:46:00,13,3,Thursday,1,0.0,1.0,0,0,0,0,0,5,20.3,32.0,52.2,5.0,22.9,0
2026-01-15,2026-01-15 13:50:00,13,3,Thursday,1,0.0,1.0,0,0,0,0,0,7,17.8,30.8,48.6,5.0,20.3,0
